Word,Entity
watch,o
a,o
movie,o
at,o
the,o
Piedmont,B-theater_name
Theatre,I-theater_name
,
Have,o
you,o
tried,o
searching,o
for,o
movies,o
in,o
Oakland,B-location
,
The,o
movie,o
Red,B-movie_name
Joan,I-movie_name
is,o
a,o
perfect,o
movie,o
,
I,o
will,o
purchase,o
a,o
ticket,o
later,o
what,o
time,o
will,o
be,o
good,o
so,o
I,o
can,o
watch,o
a,o
imax,B-show_type
show,o
,
How,o
about,o
the,o
7th,B-show_date
of,I-show_date
March,I-show_date
,
Is,o
the,o
movie,o
playing,o
at,o
some,o
other,o
time,o
?,o
,
No,o
",",o
Thanks,o
you,o
for,o
your,o
help,o
,
I,o
'd,o
like,o
to,o
catch,o
a,o
movie,o
.,o
,
What,o
are,o
some,o
flicks,o
in,o
Oakland,B-location
?,o
,
Dr.,B-movie_name
Strangelove,I-movie_name
sounds,o
good,o
.,o
I,o
do,o
n't,o
care,o
about,o
the,o
theater,o
",",o
but,o
what,o
times,o
are,o
available,o
?,o
,
I,o
'd,o
like,o
to,o
catch,o
it,o
on,o
the,B-show_date
10th,I-show_date
.,o
,
Where,o
's,o
the,o
theater,o
at,o
?,o
,
What,o
genre,o
is,o
the,o
flick,o
?,o
,
Awesome,o
",",o
thanks,o
.,o
That,o
'll,o
be,o
everything,o
.,o
,
Can,o
you,o
find,o
me,o
a,o
movie,o
to,o
watch,o
?,o
,
Search,o
for,o
movies,o
only,o
shown,o
in,o
Vacaville,B-location
.,o
,
Try,o
some,o
different,o
movies,o
?,o
,
Try,o
to,o
find,o
movies,o
shown,o
in,o
Albany,B-location
.,o
,
Red,B-movie_name
Joan,I-movie_name
is,o
good,o
",",o
what,o
time,o
is,o
playing,o
?,o
,
On,o
the,B-show_date
5th,I-show_date
at,o
Albany,B-theater_name
Twin,I-theater_name
will,o
be,o
good,o
.,o
,
Tell,o
the,o
genre,o
of,o
movie,o
it,o
is,o
?,o
,
Good,o
.,o
,
Not,o
at,o
the,o
present,o
time,o
.,o
,
Thank,o
you,o
that,o
will,o
be,o
all,o
.,o
,
I,o
'd,o
like,o
to,o
see,o
a,o
movie,o
",",o
can,o
you,o
find,o
me,o
one,o
?,o
,
Please,o
find,o
a,o
movie,o
in,o
San,B-location
Francisco,I-location
.,o
,
Ash,B-movie_name
Is,I-movie_name
Purest,I-movie_name
White,I-movie_name
would,o
be,o
great,o
.,o
,
No,o
thanks,o
",",o
I,o
do,o
n't,o
need,o
them,o
right,o
now,o
.,o
What,o
time,o
is,o
it,o
on,o
?,o
,
Please,o
check,o
the,o
showtimes,o
for,o
this,B-show_date
Saturday,I-show_date
.,o
,
Is,o
it,o
on,o
at,o
any,o
other,o
times,o
?,o
I,o
'd,o
actually,o
like,o
to,o
go,o
to,o
the,o
Embarcadero,B-theater_name
Center,I-theater_name
Cinema,I-theater_name
.,o
,
What,o
's,o
the,o
address,o
?,o
And,o
how,o
much,o
does,o
it,o
cost,o
?,o
,
That,o
's,o
great,o
",",o
that,o
'll,o
be,o
all,o
for,o
today,o
.,o
,
Can,o
you,o
find,o
me,o
a,o
movie,o
to,o
watch,o
?,o
,
I,o
need,o
the,o
movies,o
being,o
shown,o
in,o
Brentwood,B-location
.,o
,
No,o
",",o
something,o
else,o
.,o
An,o
imax,B-show_type
show,o
is,o
what,o
I,o
am,o
looking,o
for,o
.,o
,
Shazam,B-movie_name
!,I-movie_name
sounds,o
like,o
the,o
perfect,o
movie,o
.,o
,
No,o
",",o
do,o
n't,o
buy,o
them,o
now,o
.,o
,
Tell,o
me,o
the,o
show,o
timings,o
.,o
What,o
time,o
can,o
I,o
watch,o
it,o
?,o
,
I,o
am,o
planning,o
to,o
watch,o
it,o
on,o
March,B-show_date
2nd,I-show_date
.,o
,
That,o
sounds,o
good,o
.,o
,
No,o
",",o
that,o
would,o
be,o
all,o
.,o
Thanks,o
so,o
much,o
.,o
,
Find,o
me,o
a,o
theater,o
to,o
go,o
see,o
a,o
movie,o
,
Search,o
for,o
movies,o
at,o
Menlo,B-location
Park,I-location
.,o
,
Red,B-movie_name
Joan,I-movie_name
sounds,o
good,o
",",o
what,o
time,o
is,o
it,o
at,o
?,o
,
I,o
would,o
like,o
to,o
see,o
it,o
March,B-show_date
9th,I-show_date
.,o
,
Is,o
it,o
available,o
at,o
another,o
time,o
?,o
How,o
about,o
on,o
March,B-show_date
4th,I-show_date
?,o
,
Thanks,o
",",o
that,o
is,o
all,o
.,o
,
Can,o
you,o
help,o
me,o
find,o
a,o
movie,o
to,o
watch,o
?,o
,
Find,o
movies,o
in,o
SF,B-location
.,o
,
What,o
other,o
movies,o
are,o
there,o
?,o
,
Citizen,B-movie_name
Kane,I-movie_name
sounds,o
good,o
.,o
,
No,o
",",o
what,o
time,o
is,o
it,o
playing,o
?,o
,
I,o
want,o
a,o
3D,o
showing,o
",",o
on,o
March,B-show_date
2nd,I-show_date
",",o
at,o
the,o
Vogue,B-theater_name
Theatre,I-theater_name
.,o
,
That,o
sounds,o
good,o
.,o
,
No,o
that,o
's,o
all,o
",",o
thank,o
you,o
for,o
your,o
help,o
.,o
,
I,o
wish,o
to,o
see,o
a,o
move,o
at,o
AMC,B-theater_name
NewPark,I-theater_name
.,o
,
Kindly,o
find,o
a,o
movie,o
in,o
Newark,B-location
.,o
,
Could,o
you,o
please,o
search,o
for,o
some,o
other,o
movies,o
?,o
I,o
wish,o
to,o
see,o
a,o
Fantasy,B-genre
movie,o
at,o
imax,B-show_type
show,o
.,o
,
Hellboy,B-movie_name
is,o
a,o
good,o
movie,o
.,o
,
Which,o
time,o
would,o
you,o
like,o
to,o
see,o
the,o
movie,o
?,o
,
I,o
wish,o
to,o
see,o
it,o
on,o
the,B-show_date
1st,I-show_date
.,o
,
It,o
is,o
great,o
.,o
That,o
is,o
what,o
I,o
want,o
.,o
,
Can,o
you,o
search,o
a,o
comic,B-genre
movie,o
for,o
me,o
?,o
,
I,o
am,o
in,o
Santa,B-location
Clara,I-location
",",o
can,o
you,o
search,o
here,o
?,o
,
Long,B-movie_name
shot,I-movie_name
is,o
good,o
",",o
let,o
me,o
know,o
the,o
time,o
of,o
movie,o
.,o
,
search,o
for,o
March,B-show_date
11th,I-show_date
.,o
,
and,o
what,o
is,o
the,o
ticket,o
cost,o
?,o
,
get,o
the,o
address,o
of,o
that,o
theater,o
,
That,o
's,o
perfect,o
.,o
Thanks,o
.,o
,
I,o
would,o
like,o
to,o
watch,o
a,o
horror,B-genre
movie,o
.,o
,
Search,o
for,o
movies,o
in,o
San,B-location
Jose,I-location
area,o
,
The,B-movie_name
Curse,I-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
sounds,o
great,o
.,o
,
No,o
I,o
will,o
purchase,o
another,o
day,o
",",o
what,o
times,o
are,o
available,o
?,o
,
Tuesday,B-show_date
next,I-show_date
week,I-show_date
would,o
be,o
best,o
,
Sounds,o
great,o
.,o
,
No,o
that,o
is,o
all,o
",",o
Thanks,o
.,o
,
I,o
'm,o
looking,o
for,o
a,o
movie,o
to,o
see,o
.,o
,
Can,o
you,o
find,o
movies,o
in,o
Martinez,B-location
?,o
,
Long,B-movie_name
Shot,I-movie_name
will,o
work,o
.,o
What,o
time,o
is,o
that,o
?,o
,
The,o
9th,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
and,o
I,o
would,o
like,o
a,o
regular,B-show_type
show,o
.,o
,
What,o
other,o
times,o
are,o
there,o
?,o
,
I,o
do,o
n't,o
think,o
so,o
",",o
thank,o
you,o
.,o
,
I,o
would,o
like,o
to,o
find,o
a,o
3d,B-show_type
movie,o
to,o
watch,o
.,o
,
I,o
would,o
like,o
to,o
go,o
to,o
Vine,B-theater_name
Cinema,I-theater_name
in,o
Livermore,B-location
.,o
,
High,B-movie_name
Life,I-movie_name
will,o
be,o
perfect,o
.,o
,
No,o
",",o
not,o
right,o
now,o
.,o
What,o
are,o
the,o
showtimes,o
?,o
,
I,o
would,o
like,o
to,o
watch,o
it,o
on,o
the,B-show_date
3rd,I-show_date
.,o
,
That,o
sounds,o
good,o
.,o
,
No,o
",",o
thank,o
you,o
for,o
your,o
help,o
.,o
,
I,o
'm,o
going,o
out,o
with,o
a,o
friend,o
today,o
and,o
I,o
would,o
like,o
to,o
find,o
a,o
movie,o
to,o
watch,o
.,o
,
I,o
would,o
like,o
to,o
search,o
for,o
movies,o
in,o
Santa,B-location
Rosa,I-location
",",o
please,o
.,o
,
I,o
hear,o
the,o
movie,o
After,B-movie_name
is,o
getting,o
great,o
reviews,o
.,o
What,o
are,o
the,o
showtimes,o
?,o
,
I,o
would,o
like,o
to,o
watch,o
the,o
movie,o
at,o
any,o
theater,o
today,B-show_date
.,o
,
Can,o
you,o
give,o
me,o
the,o
address,o
to,o
the,o
theater,o
?,o
,
Do,o
you,o
know,o
what,o
genre,o
the,o
movie,o
is,o
?,o
,
Perfect,o
",",o
I,o
'm,o
in,o
the,o
mood,o
for,o
Romance,o
.,o
,
No,o
",",o
I,o
will,o
wait,o
to,o
confirm,o
with,o
my,o
friend,o
before,o
purchasing,o
tickets,o
.,o
,
No,o
",",o
that,o
is,o
everything,o
for,o
today,o
.,o
Thank,o
you,o
for,o
your,o
time,o
.,o
,
I,o
want,o
to,o
find,o
a,o
movie,o
to,o
watch,o
.,o
,
I,o
want,o
movies,o
in,o
Vacaville,B-location
.,o
,
Hellboy,B-movie_name
sounds,o
good,o
.,o
,
Not,o
right,o
now,o
.,o
What,o
time,o
can,o
I,o
see,o
the,o
show,o
?,o
I,o
want,o
to,o
watch,o
a,o
regular,B-show_type
show,o
.,o
,
I,o
want,o
to,o
watch,o
it,o
tomorrow,B-show_date
.,o
,
What,o
's,o
the,o
theater,o
address,o
",",o
and,o
what,o
's,o
the,o
type,o
of,o
move,o
?,o
,
Thanks,o
",",o
that,o
's,o
all,o
I,o
need,o
.,o
,
I,o
'd,o
like,o
to,o
find,o
a,o
movie,o
to,o
watch,o
at,o
Century,B-theater_name
San,I-theater_name
Francisco,I-theater_name
Centre,I-theater_name
.,o
,
Help,o
me,o
find,o
movies,o
showing,o
in,o
San,B-location
Francisco,I-location
.,o
,
Can,o
you,o
help,o
me,o
find,o
some,o
other,o
movies,o
?,o
,
The,B-movie_name
Curse,I-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
sounds,o
great,o
.,o
,
Not,o
right,o
now,o
.,o
What,o
times,o
were,o
available,o
?,o
,
How,o
about,o
next,B-show_date
Thursday,I-show_date
?,o
,
What,o
genre,o
of,o
movie,o
is,o
it,o
?,o
,
Where,o
is,o
the,o
theatre,o
and,o
how,o
much,o
is,o
the,o
ticket,o
?,o
,
Great,o
.,o
,
No,o
.,o
Thank,o
you,o
.,o
,
Can,o
you,o
find,o
me,o
a,o
movie,o
?,o
,
In,o
Vacaville,B-location
please,o
,
No,o
I,o
want,o
something,o
else,o
.,o
What,o
's,o
playing,o
in,o
San,B-location
Bruno,I-location
.,o
I,o
do,o
n't,o
care,o
which,o
theater,o
.,o
,
None,o
of,o
those,o
sound,o
good,o
,
Yes,o
.,o
When,o
can,o
I,o
see,o
Teen,B-movie_name
Spirit,I-movie_name
,
On,o
the,o
2nd,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
Does,o
it,o
come,o
in,o
imax,B-show_type
?,o
,
How,o
much,o
does,o
that,o
cost,o
?,o
Where,o
's,o
the,o
theater,o
?,o
,
Great,o
,
Not,o
right,o
now,o
thanks,o
,
No,o
thanks,o
,
The,o
Redwood,B-location
City,I-location
,
after,B-movie_name
is,o
perfect,o
,
the,o
Century,B-theater_name
Redwood,I-theater_name
city,I-theater_name
the,o
March,B-show_date
1st,I-show_date
,
the,o
answer,o
is,o
below,o
,
the,o
good,o
sounds,o
,
Can,o
you,o
find,o
me,o
a,o
movie,o
to,o
watch,o
?,o
,
San,B-location
Rafael,I-location
",",o
please,o
.,o
I,o
'd,o
like,o
to,o
see,o
a,o
Drama,B-genre
movie,o
.,o
,
High,B-movie_name
Life,I-movie_name
sounds,o
good,o
.,o
What,o
are,o
the,o
available,o
times,o
?,o
,
March,B-show_date
1st,I-show_date
",",o
please,o
.,o
,
Sounds,o
good,o
to,o
me,o
.,o
,
No,o
",",o
not,o
at,o
the,o
moment,o
.,o
Thank,o
you,o
",",o
that,o
will,o
be,o
all,o
.,o
,
Where,o
do,o
I,o
find,o
a,o
movie,o
to,o
watch,o
?,o
,
Can,o
you,o
search,o
Larkspur,B-location
for,o
Drama,B-genre
movies,o
?,o
,
Lets,o
go,o
see,o
Transit,B-movie_name
",",o
What,o
time,o
is,o
it,o
?,o
Ill,o
go,o
to,o
any,o
theater,o
.,o
,
Next,B-show_date
Tuesday,I-show_date
is,o
when,o
i,o
want,o
to,o
see,o
it,o
.,o
,
Where,o
is,o
the,o
theater,o
and,o
how,o
much,o
is,o
it,o
?,o
,
Sounds,o
great,o
",",o
Im,o
ready,o
.,o
,
I,o
want,o
to,o
find,o
a,o
movie,o
to,o
watch,o
at,o
AMC,B-theater_name
Saratoga,I-theater_name
.,o
,
Search,o
for,o
3d,B-show_type
movies,o
in,o
San,B-location
Jose,I-location
.,o
,
Missing,B-movie_name
link,I-movie_name
would,o
be,o
great,o
.,o
When,o
is,o
it,o
showing,o
?,o
,
This,B-show_date
Saturday,I-show_date
.,o
,
Thanks,o
!,o
That,o
's,o
all,o
I,o
need,o
!,o
,
I,o
wish,o
to,o
search,o
for,o
a,o
movie,o
.,o
,
Please,o
find,o
movies,o
in,o
Union,B-location
City,I-location
.,o
,
Could,o
you,o
find,o
some,o
other,o
movies,o
?,o
I,o
prefer,o
Adventure,B-genre
movies,o
.,o
,
Shazam,B-movie_name
!,I-movie_name
is,o
great,o
.,o
Which,o
time,o
shall,o
I,o
see,o
it,o
?,o
,
I,o
wish,o
to,o
see,o
it,o
on,o
March,B-show_date
4th,I-show_date
.,o
,
What,o
is,o
the,o
cost,o
of,o
the,o
ticket,o
?,o
Where,o
it,o
is,o
located,o
?,o
,
It,o
is,o
great,o
.,o
It,o
is,o
what,o
I,o
want,o
.,o
,
Are,o
there,o
any,o
good,o
movies,o
showing,o
in,o
Pleasant,B-location
Hill,I-location
?,o
,
Little,B-movie_name
sounds,o
like,o
a,o
good,o
movie,o
.,o
,
No,o
",",o
not,o
right,o
now,o
.,o
,
Is,o
there,o
a,o
time,o
I,o
can,o
watch,o
it,o
?,o
,
I,o
would,o
like,o
to,o
see,o
it,o
on,o
March,B-show_date
2nd,I-show_date
in,o
a,o
3d,B-show_type
showing,o
.,o
,
Thats,o
perfect,o
.,o
,
No,o
",",o
thats,o
it,o
.,o
Thanks,o
.,o
,
I,o
feel,o
like,o
going,o
to,o
the,o
movies,o
.,o
I,o
'd,o
like,o
to,o
go,o
see,o
a,o
3d,B-show_type
movie,o
at,o
Guild,B-theater_name
Theatre,I-theater_name
.,o
,
Can,o
you,o
look,o
for,o
films,o
which,o
are,o
playing,o
in,o
Menlo,B-location
Park,I-location
?,o
,
Red,B-movie_name
Joan,I-movie_name
sounds,o
great,o
.,o
What,o
time,o
is,o
it,o
playing,o
on,o
March,B-show_date
9th,I-show_date
?,o
,
That,o
's,o
perfect,o
.,o
Thanks,o
for,o
your,o
help,o
.,o
,
I,o
really,o
want,o
to,o
watch,o
a,o
movie,o
.,o
,
Search,o
for,o
movies,o
playing,o
right,o
now,o
in,o
Napa,B-location
.,o
,
Yes,o
",",o
I,o
want,o
to,o
see,o
Captain,B-movie_name
Marvel,I-movie_name
.,o
What,o
time,o
is,o
it,o
playing,o
?,o
,
Let,o
's,o
go,o
with,o
Sunday,B-show_date
this,I-show_date
week,I-show_date
.,o
,
Thanks,o
.,o
How,o
much,o
does,o
the,o
ticket,o
cost,o
?,o
Also,o
",",o
what,o
kind,o
of,o
movie,o
is,o
it,o
again,o
?,o
,
Sounds,o
good,o
",",o
that,o
's,o
perfect,o
.,o
Thanks,o
for,o
helping,o
.,o
,
Find,o
me,o
a,o
movie,o
to,o
watch,o
",",o
please,o
!,o
,
Comedy,B-genre
movies,o
are,o
my,o
favorites.Search,o
for,o
me,o
movies,o
shown,o
in,o
SF,B-location
.I,o
would,o
love,o
to,o
watch,o
a,o
imax,B-show_type
show,o
.,o
,
I,o
want,o
to,o
watch,o
at,o
Century,B-theater_name
San,I-theater_name
Francisco,I-theater_name
Centre,I-theater_name
the,o
movie,o
Missing,B-movie_name
Link,I-movie_name
.At,o
what,o
time,o
can,o
it,o
be,o
?,o
,
I,o
would,o
like,o
to,o
be,o
on,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
What,o
is,o
the,o
cost,o
of,o
the,o
ticket,o
and,o
what,o
is,o
the,o
address,o
?,o
,
Sounds,o
perfect,o
",",o
that,o
's,o
what,o
I,o
needed,o
now,o
.,o
,
I,o
would,o
like,o
to,o
watch,o
a,o
movie,o
.,o
,
I,o
would,o
like,o
to,o
see,o
a,o
movie,o
in,o
Santa,B-location
Rosa,I-location
.,o
,
Dumbo,B-movie_name
would,o
be,o
great,o
",",o
what,o
are,o
the,o
playing,o
times,o
on,o
March,B-show_date
1st,I-show_date
at,o
any,o
theater,o
.,o
,
That,o
sounds,o
perfect,o
.,o
,
Not,o
at,o
this,o
time,o
.,o
Thanks,o
.,o
,
Can,o
you,o
help,o
me,o
find,o
a,o
movie,o
to,o
watch,o
?,o
,
I,o
'm,o
looking,o
for,o
movies,o
in,o
Santa,B-location
Clara,I-location
.,o
,
Are,o
there,o
any,o
other,o
movies,o
?,o
,
I,o
'd,o
like,o
to,o
see,o
Little,B-movie_name
.,o
,
Not,o
right,o
now,o
.,o
,
What,o
time,o
is,o
the,o
movie,o
showing,o
at,o
AMC,B-theater_name
Mercado,I-theater_name
?,o
,
Wednesday,B-show_date
next,I-show_date
week,I-show_date
.,o
,
That,o
sounds,o
good,o
.,o
,
That,o
's,o
all,o
",",o
thank,o
you,o
.,o
,
I,o
'm,o
interested,o
in,o
watching,o
a,o
movie,o
soon,o
.,o
,
I,o
am,o
in,o
Oakland,B-location
",",o
so,o
can,o
you,o
find,o
me,o
any,o
nearby,o
movies,o
?,o
,
I,o
am,o
interested,o
in,o
seeing,o
something,o
else,o
",",o
preferably,o
at,o
the,o
Regal,B-theater_name
Jack,I-theater_name
London,I-theater_name
.,o
,
The,B-movie_name
Best,I-movie_name
of,I-movie_name
Enemies,I-movie_name
sounds,o
good,o
to,o
watch,o
",",o
can,o
you,o
tell,o
me,o
3d,B-show_type
showtimes,o
for,o
Saturday,B-show_date
this,I-show_date
week,I-show_date
?,o
,
How,o
much,o
will,o
the,o
ticket,o
cost,o
",",o
and,o
where,o
is,o
the,o
theater,o
located,o
?,o
,
Alright,o
",",o
thanks,o
for,o
that,o
",",o
that,o
will,o
be,o
all,o
.,o
,
I,o
'd,o
like,o
to,o
watch,o
a,o
movie,o
at,o
THE,B-theater_name
LOT,I-theater_name
City,I-theater_name
Center,I-theater_name
.,o
,
Look,o
for,o
movies,o
plating,o
San,B-location
Ramon,I-location
.,o
,
Captain,B-movie_name
Marvel,I-movie_name
sounds,o
good,o
.,o
,
Not,o
right,o
now,o
.,o
What,o
time,o
is,o
the,o
movie,o
?,o
,
I,o
'm,o
looking,o
forward,o
to,o
seeing,o
it,o
on,o
the,B-show_date
1st,I-show_date
.,o
,
Where,o
's,o
the,o
theater,o
at,o
and,o
how,o
much,o
are,o
tickets,o
?,o
,
Awesome,o
.,o
That,o
about,o
does,o
it,o
.,o
,
I,o
'm,o
looking,o
for,o
a,o
movie,o
to,o
watch,o
.,o
,
Can,o
you,o
find,o
movies,o
in,o
Albany,B-location
?,o
,
Red,B-movie_name
Joan,I-movie_name
would,o
be,o
great,o
.,o
,
Not,o
right,o
now,o
",",o
thank,o
you,o
.,o
What,o
times,o
can,o
I,o
see,o
it,o
?,o
,
Next,B-show_date
Tuesday,I-show_date
please,o
.,o
,
What,o
type,o
of,o
movie,o
is,o
it,o
?,o
And,o
what,o
's,o
the,o
theater,o
's,o
address,o
?,o
,
That,o
sounds,o
perfect,o
",",o
I,o
'm,o
all,o
set,o
.,o
,
I,o
would,o
like,o
to,o
go,o
to,o
an,o
Imax,o
movie,o
",",o
can,o
you,o
find,o
me,o
a,o
Comedy,B-genre
to,o
watch,o
?,o
,
I,o
'm,o
located,o
in,o
Oakland,B-location
.,o
,
Gloria,B-movie_name
Bell,I-movie_name
would,o
be,o
good,o
-,o
I,o
'd,o
like,o
to,o
see,o
it,o
on,o
the,o
9th,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
",",o
what,o
time,o
does,o
it,o
start,o
at,o
?,o
,
What,o
is,o
the,o
theater,o
's,o
address,o
and,o
how,o
much,o
is,o
a,o
ticket,o
?,o
,
Great,o
.,o
,
No,o
",",o
thank,o
you,o
for,o
your,o
help,o
.,o
,
I,o
want,o
to,o
find,o
a,o
movie,o
to,o
watch,o
at,o
Century,B-theater_name
Walnut,I-theater_name
Creek,I-theater_name
.,o
,
Can,o
you,o
search,o
for,o
movies,o
shown,o
in,o
Walnut,B-location
Creek,I-location
?,o
I,o
'd,o
like,o
to,o
watch,o
a,o
regular,B-show_type
show,o
.,o
,
I,o
'd,o
like,o
to,o
watch,o
Captain,B-movie_name
Marvel,I-movie_name
.,o
,
No,o
",",o
not,o
now,o
.,o
What,o
are,o
the,o
viewing,o
times,o
and,o
dates,o
?,o
I,o
want,o
to,o
watch,o
it,o
on,o
March,B-show_date
2nd,I-show_date
.,o
,
Thanks,o
",",o
that,o
's,o
all,o
I,o
need,o
.,o
,
I,o
would,o
like,o
to,o
watch,o
a,o
movie,o
in,o
Morgan,B-location
Hill,I-location
.,o
,
Please,o
find,o
some,o
more,o
options,o
.,o
,
Pet,B-movie_name
Sematary,I-movie_name
sounds,o
great,o
.,o
When,o
is,o
it,o
showing,o
?,o
,
I,o
would,o
like,o
to,o
watch,o
it,o
on,o
the,o
1st,B-show_date
of,I-show_date
March,I-show_date
.,o
,
How,o
much,o
is,o
it,o
?,o
,
Where,o
's,o
the,o
theater,o
?,o
,
Sounds,o
great,o
to,o
me,o
.,o
,
No,o
",",o
I,o
do,o
n't,o
want,o
them,o
now,o
.,o
,
Nope,o
",",o
thanks,o
so,o
much,o
!,o
,
I,o
want,o
to,o
go,o
out,o
to,o
watch,o
a,o
movie,o
",",o
please,o
help,o
me,o
find,o
a,o
good,o
one,o
.,o
,
I,o
'm,o
in,o
Santa,B-location
Rosa,I-location
.,o
I,o
'm,o
in,o
the,o
mood,o
for,o
a,o
fantasy,B-genre
movie,o
.,o
,
I,o
want,o
to,o
watch,o
Hellboy,B-movie_name
",",o
what,o
time,o
is,o
it,o
showing,o
?,o
,
I,o
want,o
to,o
go,o
on,o
6th,B-show_date
of,I-show_date
March,I-show_date
",",o
to,o
a,o
regular,B-show_type
show,o
at,o
3rd,B-theater_name
Street,I-theater_name
cinema,I-theater_name
.,o
,
For,o
how,o
much,o
?,o
What,o
's,o
the,o
address,o
?,o
,
That,o
sounds,o
good,o
.,o
,
No,o
",",o
not,o
yet,o
.,o
,
No,o
thanks,o
",",o
that,o
's,o
all,o
for,o
now,o
.,o
,
I,o
am,o
looking,o
for,o
a,o
movie,o
.,o
,
I,o
'm,o
in,o
San,B-location
Francisco,I-location
.,o
What,o
's,o
available,o
?,o
,
No,o
",",o
I,o
want,o
something,o
else,o
please,o
.,o
Any,o
theater,o
will,o
do,o
.,o
,
Please,o
find,o
something,o
else,o
.,o
I,o
'm,o
interested,o
in,o
drama,B-genre
movies,o
.,o
Are,o
there,o
any,o
regular,B-show_type
showings,o
available,o
?,o
,
Suburban,B-movie_name
Birds,I-movie_name
will,o
be,o
good,o
.,o
,
No,o
",",o
thanks,o
.,o
What,o
time,o
can,o
I,o
see,o
that,o
movie,o
?,o
,
I,o
am,o
looking,o
for,o
showtimes,o
on,o
the,B-show_date
17th,I-show_date
.,o
,
That,o
sounds,o
good,o
.,o
Thanks,o
.,o
,
No,o
",",o
that,o
's,o
all,o
.,o
Thanks,o
.,o
,
I,o
want,o
to,o
see,o
a,o
movie,o
in,o
San,B-location
Bruno,I-location
.,o
What,o
's,o
available,o
?,o
,
No,o
",",o
what,o
else,o
is,o
there,o
?,o
I,o
want,o
to,o
see,o
a,o
regular,B-show_type
show,o
.,o
,
Shazam,B-movie_name
is,o
perfect,o
.,o
,
No,o
",",o
I,o
will,o
do,o
it,o
later,o
.,o
,
What,o
time,o
is,o
it,o
?,o
I,o
want,o
to,o
go,o
to,o
Century,B-theater_name
at,I-theater_name
Tanforan,I-theater_name
.,o
,
I,o
'd,o
like,o
to,o
go,o
on,o
the,B-show_date
1st,I-show_date
.,o
,
Perfect,o
",",o
that,o
's,o
all,o
.,o
,
I,o
want,o
to,o
watch,o
a,o
movie,o
in,o
SF,B-location
,
I,o
want,o
Horror,B-genre
movies,o
,
the,B-movie_name
curse,I-movie_name
of,I-movie_name
la,I-movie_name
llorona,I-movie_name
sound,o
good,o
.,o
what,o
time,o
do,o
they,o
have,o
it,o
available,o
,
I,o
am,o
available,o
to,o
watch,o
on,o
7th,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
,
ok,o
thats,o
all,o
i,o
need,o
,
I,o
need,o
to,o
find,o
a,o
movie,o
to,o
watch,o
.,o
,
Can,o
you,o
search,o
movies,o
in,o
San,B-location
Ramon,I-location
.,o
,
I,o
would,o
like,o
Scary,B-genre
movies,o
.,o
I,o
would,o
like,o
to,o
watch,o
THE,B-theater_name
LOT,I-theater_name
City,I-theater_name
Center,I-theater_name
.,o
,
Can,o
you,o
find,o
some,o
other,o
movies,o
",",o
I,o
like,o
all,o
kinds,o
.,o
,
I,o
would,o
like,o
to,o
see,o
Little,B-movie_name
.,o
I,o
would,o
like,o
to,o
watch,o
it,o
on,o
March,B-show_date
1st,I-show_date
.,o
,
Does,o
the,o
movie,o
play,o
any,o
other,o
time,o
?,o
,
No,o
",",o
that,o
will,o
do,o
it,o
.,o
Thank,o
you,o
for,o
your,o
help,o
.,o
,
I,o
want,o
to,o
find,o
a,o
movie,o
to,o
watch,o
,
I,o
like,o
Biographical,B-genre
movies,o
",",o
can,o
you,o
search,o
for,o
movies,o
shown,o
in,o
Vallejo,B-location
?,o
I,o
want,o
to,o
watch,o
a,o
3d,B-show_type
show,o
.,o
,
What,o
time,o
can,o
I,o
see,o
it,o
?,o
Breakthrough,B-movie_name
seems,o
perfect,o
.,o
,
Monday,B-show_date
next,I-show_date
week,I-show_date
would,o
be,o
superb,o
.,o
I,o
'd,o
prefer,o
to,o
see,o
it,o
at,o
Century,B-theater_name
Vallejo,I-theater_name
,
That,o
is,o
perfect,o
for,o
me,o
.,o
,
I,o
am,o
bored,o
and,o
would,o
like,o
to,o
see,o
a,o
movie,o
.,o
,
What,o
's,o
showing,o
in,o
San,B-location
Jose,I-location
?,o
,
I,o
would,o
rather,o
see,o
Breakthrough,B-movie_name
.,o
,
Not,o
yet,o
.,o
,
What,o
time,o
is,o
it,o
showing,o
at,o
CineLux,B-theater_name
Almaden,I-theater_name
?,o
,
I,o
am,o
available,o
on,o
the,B-show_date
3rd,I-show_date
.,o
,
That,o
seems,o
awesome,o
.,o
,
No,o
",",o
that,o
would,o
be,o
all,o
.,o
Thanks,o
.,o
,
I,o
would,o
like,o
to,o
go,o
to,o
a,o
movie,o
in,o
San,B-location
Ramon,I-location
.,o
Can,o
you,o
tell,o
me,o
what,o
movies,o
are,o
playing,o
?,o
,
Breakthrough,B-movie_name
is,o
perfect,o
.,o
What,o
day,o
and,o
time,o
is,o
it,o
showing,o
?,o
,
The,B-show_date
9th,I-show_date
is,o
the,o
date,o
I,o
am,o
looking,o
to,o
watch,o
it,o
.,o
,
Is,o
the,o
movie,o
playing,o
at,o
another,o
time,o
